constr_name,rhs,slack
R36305,0.0,0.0
R36306,0.0,0.0
R36307,0.0,0.0
R36308,0.0,0.0
R36309,0.0,0.0
R36310,0.0,0.0
R36311,0.0,0.0
R36312,0.0,0.0
R36313,0.0,0.0
R36314,0.0,0.0
R36315,0.0,0.0
R36316,0.0,0.0
R36317,0.0,0.0
R36318,0.0,0.0
R36319,0.0,0.0
R36320,0.0,0.0
R36321,0.0,0.0
R36322,0.0,0.0
R36323,0.0,0.0
R36324,0.0,0.0
R36325,0.0,0.0
R36326,0.0,0.0
R36327,0.0,0.0
R36328,0.0,0.0
R36329,0.0,0.0
R36330,0.0,0.0
R36331,0.0,0.0
R36332,0.0,0.0
R36333,0.0,0.0
R36334,0.0,0.0
R36335,0.0,0.0
R36336,0.0,0.0
R36337,0.0,0.0
R36338,0.0,0.0
R36339,0.0,0.0
R36340,0.0,0.0
R36341,0.0,0.0
R36342,0.0,0.0
R36343,0.0,0.0
R36344,0.0,0.0
R36345,0.0,0.0
R36346,0.0,0.0
R36347,0.0,0.0
R36348,0.0,0.0
R36349,0.0,0.0
R36350,0.0,0.0
R36351,0.0,0.0
R36352,0.0,0.0
R36353,0.0,0.0
R36354,0.0,0.0
R36355,0.0,0.0
R36356,0.0,0.0
R36357,0.0,0.0
R36358,0.0,0.0
R36359,0.0,0.0
R36360,0.0,0.0
R36361,0.0,0.0
R36362,0.0,0.0
R36363,0.0,0.0
R36364,0.0,0.0
R36365,0.0,0.0
R36366,0.0,0.0
R36367,0.0,0.0
R36368,0.0,0.0
R36369,0.0,0.0
R36370,0.0,0.0
R36371,0.0,0.0
R36372,0.0,0.0
R36373,0.0,0.0
R36374,0.0,0.0
R36375,0.0,0.0
R36376,0.0,0.0
R36377,0.0,0.0
R36378,0.0,0.0
R36379,0.0,0.0
R36380,0.0,0.0
R36381,0.0,0.0
R36382,0.0,0.0
R36383,0.0,0.0
R36384,0.0,0.0
R36385,0.0,0.0
R36386,0.0,0.0
R36387,0.0,0.0
R36388,0.0,0.0
R36389,0.0,0.0
R36390,0.0,0.0
R36391,0.0,0.0
R36392,0.0,0.0
R36393,0.0,0.0
R36394,0.0,0.0
R36395,0.0,0.0
R36396,0.0,0.0
R36397,0.0,0.0
R36398,0.0,0.0
R36399,0.0,0.0
R36400,0.0,0.0
R36401,0.0,0.0
R36402,0.0,0.0
R36403,0.0,0.0
R36404,0.0,0.0
R36405,0.0,0.0
R36406,0.0,0.0
R36407,0.0,0.0
R36408,0.0,0.0
R36409,0.0,0.0
R36410,0.0,0.0
R36411,0.0,0.0
R36412,0.0,0.0
R36413,0.0,0.0
R36414,0.0,0.0
R36415,0.0,0.0
R36416,0.0,0.0
R36417,0.0,0.0
R36418,0.0,0.0
R36419,0.0,0.0
R36420,0.0,0.0
R36421,0.0,0.0
R36422,0.0,0.0
R36423,0.0,0.0
R36424,0.0,0.0
R36425,0.0,0.0
R36426,0.0,0.0
R36427,0.0,0.0
R36428,0.0,0.0
R36429,0.0,0.0
R36430,0.0,0.0
R36431,0.0,0.0
R36432,0.0,0.0
R36433,0.0,0.0
R36434,0.0,0.0
R36435,0.0,0.0
R36436,0.0,0.0
R36437,0.0,0.0
R36438,0.0,0.0
R36439,0.0,0.0
R36440,0.0,0.0
R36441,0.0,0.0
R36442,0.0,0.0
R36443,0.0,0.0
R36444,0.0,0.0
R36445,0.0,0.0
R36446,0.0,0.0
R36447,0.0,0.0
R36448,0.0,0.0
R36449,0.0,0.0
R36450,0.0,0.0
R36451,0.0,0.0
R36452,0.0,0.0
R36453,0.0,0.0
R36454,0.0,0.0
R36455,0.0,0.0
R36456,0.0,0.0
R36457,0.0,0.0
R36458,0.0,0.0
R36459,0.0,0.0
R36460,0.0,0.0
R36461,0.0,0.0
R36462,0.0,0.0
R36463,0.0,0.0
R36464,0.0,0.0
R36465,0.0,0.0
R36466,0.0,0.0
R36467,0.0,0.0
R36468,0.0,0.0
R36469,0.0,0.0
R36470,0.0,0.0
R36471,0.0,0.0
R36472,0.0,0.0
R36473,0.0,0.0
R36474,0.0,0.0
R36475,0.0,0.0
R36476,0.0,0.0
R36477,0.0,0.0
R36478,0.0,0.0
R36479,0.0,0.0
R36480,0.0,0.0
R36481,0.0,0.0
R36482,0.0,0.0
R36483,0.0,0.0
R36484,0.0,0.0
R36485,0.0,0.0
R36486,0.0,0.0
R36487,0.0,0.0
R36488,0.0,0.0
R36489,0.0,0.0
R36490,0.0,0.0
R36491,0.0,0.0
R36492,0.0,0.0
R36493,0.0,0.0
R36494,0.0,0.0
R36495,0.0,0.0
R36496,0.0,0.0
R36497,0.0,0.0
R36498,0.0,0.0
R36499,0.0,0.0
R36500,0.0,0.0
R36501,0.0,0.0
R36502,0.0,0.0
R36503,0.0,0.0
R36504,0.0,0.0
R36505,0.0,0.0
R36506,0.0,0.0
R36507,0.0,0.0
R36508,0.0,0.0
R36509,0.0,0.0
R36510,0.0,0.0
R36511,0.0,0.0
R36512,0.0,0.0
R36513,0.0,0.0
R36514,0.0,0.0
R36515,0.0,0.0
R36516,0.0,0.0
R36517,0.0,0.0
R36518,0.0,0.0
R36519,0.0,0.0
R36520,0.0,0.0
R36521,0.0,0.0
R36522,0.0,0.0
R36523,0.0,0.0
R36524,0.0,0.0
R36525,0.0,0.0
R36526,0.0,0.0
R36527,0.0,0.0
R36528,0.0,0.0
R36529,0.0,0.0
R36530,0.0,0.0
R36531,0.0,0.0
R36532,0.0,0.0
R36533,0.0,0.0
R36534,0.0,0.0
R36535,0.0,0.0
R36536,0.0,0.0
R36537,0.0,0.0
R36538,0.0,0.0
R36539,0.0,0.0
R36540,0.0,0.0
R36541,0.0,0.0
R36542,0.0,0.0
R36543,0.0,0.0
R36544,0.0,0.0
R36545,0.0,0.0
R36546,0.0,0.0
R36547,0.0,0.0
R36548,0.0,0.0
R36549,0.0,0.0
R36550,0.0,0.0
R36551,0.0,0.0
R36552,0.0,0.0
R36553,0.0,0.0
R36554,0.0,0.0
R36555,0.0,0.0
R36556,0.0,0.0
R36557,0.0,0.0
R36558,0.0,0.0
R36559,0.0,0.0
R36560,0.0,0.0
R36561,0.0,0.0
R36562,0.0,0.0
R36563,0.0,0.0
R36564,0.0,0.0
R36565,0.0,0.0
R36566,0.0,0.0
R36567,0.0,0.0
R36568,0.0,0.0
R36569,0.0,0.0
R36570,0.0,0.0
R36571,0.0,0.0
R36572,0.0,0.0
R36573,0.0,0.0
R36574,0.0,0.0
R36575,0.0,0.0
R36576,0.0,0.0
R36577,0.0,0.0
R36578,0.0,0.0
R36579,0.0,0.0
R36580,0.0,0.0
R36581,0.0,0.0
R36582,0.0,0.0
R36583,0.0,0.0
R36584,0.0,0.0
R36585,0.0,0.0
R36586,0.0,0.0
R36587,0.0,0.0
R36588,0.0,0.0
R36589,0.0,0.0
R36590,0.0,0.0
R36591,0.0,0.0
R36592,0.0,0.0
R36593,0.0,0.0
R36594,0.0,0.0
R36595,0.0,0.0
R36596,0.0,0.0
R36597,0.0,0.0
R36598,0.0,0.0
R36599,0.0,0.0
R36600,0.0,0.0
R36601,0.0,0.0
R36602,0.0,0.0
R36603,0.0,0.0
R36604,0.0,0.0
R36605,0.0,0.0
R36606,0.0,0.0
R36607,0.0,0.0
R36608,0.0,0.0
R36609,0.0,0.0
R36610,0.0,0.0
R36611,0.0,0.0
R36612,0.0,0.0
R36613,0.0,0.0
R36614,0.0,0.0
R36615,0.0,0.0
R36616,0.0,0.0
R36617,0.0,0.0
R36618,0.0,0.0
R36619,0.0,0.0
R36620,0.0,0.0
R36621,0.0,0.0
R36622,0.0,0.0
R36623,0.0,0.0
R36624,0.0,0.0
R36625,0.0,0.0
R36626,0.0,0.0
R36627,0.0,0.0
R36628,0.0,0.0
R36629,0.0,0.0
R36630,0.0,0.0
R36631,0.0,0.0
R36632,0.0,0.0
R36633,0.0,0.0
R36634,0.0,0.0
R36635,0.0,0.0
R36636,0.0,0.0
R36637,0.0,0.0
R36638,0.0,0.0
R36639,0.0,0.0
R36640,0.0,0.0
R36641,0.0,0.0
R36642,0.0,0.0
R36643,0.0,0.0
R36644,0.0,0.0
R36645,0.0,0.0
R36646,0.0,0.0
R36647,0.0,0.0
R36648,0.0,0.0
R36649,0.0,0.0
R36650,0.0,0.0
R36651,0.0,0.0
R36652,0.0,0.0
R36653,0.0,0.0
R36654,0.0,0.0
R36655,0.0,0.0
R36656,0.0,0.0
R36657,0.0,0.0
R36658,0.0,0.0
R36659,0.0,0.0
R36660,0.0,0.0
R36661,0.0,0.0
R36662,0.0,0.0
R36663,0.0,0.0
R36664,0.0,0.0
R36665,0.0,0.0
R36666,0.0,0.0
R36667,0.0,0.0
R36668,0.0,0.0
R36669,0.0,0.0
R36670,0.0,0.0
R36671,0.0,0.0
R36672,0.0,0.0
R36673,0.0,0.0
R36674,0.0,0.0
R36675,0.0,0.0
R36676,0.0,0.0
R36677,0.0,0.0
R36678,0.0,0.0
R36679,0.0,0.0
R36680,0.0,0.0
R36681,0.0,0.0
R36682,0.0,0.0
R36683,0.0,0.0
R36684,0.0,0.0
R36685,0.0,0.0
R36686,0.0,0.0
R36687,0.0,0.0
R36688,0.0,0.0
R36689,0.0,0.0
R36690,0.0,0.0
R36691,0.0,0.0
R36692,0.0,0.0
R36693,0.0,0.0
R36694,0.0,0.0
R36695,0.0,0.0
R36696,0.0,0.0
R36697,0.0,0.0
R36698,0.0,0.0
R36699,0.0,0.0
R36700,0.0,0.0
R36701,0.0,0.0
R36702,0.0,0.0
R36703,0.0,0.0
R36704,0.0,0.0
R36705,0.0,0.0
R36706,0.0,0.0
R36707,0.0,0.0
R36708,0.0,0.0
R36709,0.0,0.0
R36710,0.0,0.0
R36711,0.0,0.0
R36712,0.0,0.0
R36713,0.0,0.0
R36714,0.0,0.0
R36715,0.0,0.0
R36716,0.0,0.0
R36717,0.0,0.0
R36718,0.0,0.0
R36719,0.0,0.0
R36720,0.0,0.0
R36721,0.0,0.0
R36722,0.0,0.0
R36723,0.0,0.0
R36724,0.0,0.0
R36725,0.0,0.0
R36726,0.0,0.0
R36727,0.0,0.0
R36728,0.0,0.0
R36729,0.0,0.0
R36730,0.0,0.0
R36731,0.0,0.0
R36732,0.0,0.0
R36733,0.0,0.0
R36734,0.0,0.0
R36735,0.0,0.0
R36736,0.0,0.0
R36737,0.0,0.0
R36738,0.0,0.0
R36739,0.0,0.0
R36740,0.0,0.0
R36741,0.0,0.0
R36742,0.0,0.0
R36743,0.0,0.0
R36744,0.0,0.0
R36745,0.0,0.0
R36746,0.0,0.0
R36747,0.0,0.0
R36748,0.0,0.0
R36749,0.0,0.0
R36750,0.0,0.0
R36751,0.0,0.0
R36752,0.0,0.0
R36753,0.0,0.0
R36754,0.0,0.0
R36755,0.0,0.0
R36756,0.0,0.0
R36757,0.0,0.0
R36758,0.0,0.0
R36759,0.0,0.0
R36760,0.0,0.0
R36761,0.0,0.0
R36762,0.0,0.0
R36763,0.0,0.0
R36764,0.0,0.0
R36765,0.0,0.0
R36766,0.0,0.0
R36767,0.0,0.0
R36768,0.0,0.0
R36769,0.0,0.0
R36770,0.0,0.0
R36771,0.0,0.0
R36772,0.0,0.0
R36773,0.0,0.0
R36774,0.0,0.0
R36775,0.0,0.0
R36776,0.0,0.0
R36777,0.0,0.0
R36778,0.0,0.0
R36779,0.0,0.0
R36780,0.0,0.0
R36781,0.0,0.0
R36782,0.0,0.0
R36783,0.0,0.0
R36784,0.0,0.0
R36785,0.0,0.0
R36786,0.0,0.0
R36787,0.0,0.0
R36788,0.0,0.0
R36789,0.0,0.0
R36790,0.0,0.0
R36791,0.0,0.0
R36792,0.0,0.0
R36793,0.0,0.0
R36794,0.0,0.0
R36795,0.0,0.0
R36796,0.0,0.0
R36797,0.0,0.0
R36798,0.0,0.0
R36799,0.0,0.0
R36800,0.0,0.0
R36801,0.0,0.0
R36802,0.0,0.0
R36803,0.0,0.0
R36804,0.0,0.0
R36805,0.0,0.0
R36806,0.0,0.0
R36807,0.0,0.0
R36808,0.0,0.0
R36809,0.0,0.0
R36810,0.0,0.0
R36811,0.0,0.0
R36812,0.0,0.0
R36813,0.0,0.0
R36814,0.0,0.0
R36815,0.0,0.0
R36816,0.0,0.0
R36817,0.0,0.0
R36818,0.0,0.0
R36819,0.0,0.0
R36820,0.0,0.0
R36821,0.0,0.0
R36822,0.0,0.0
R36823,0.0,0.0
R36824,0.0,0.0
R36825,0.0,0.0
R36826,0.0,0.0
R36827,0.0,0.0
R36828,0.0,0.0
R36829,0.0,0.0
R36830,0.0,0.0
R36831,0.0,0.0
R36832,0.0,0.0
R36833,0.0,0.0
R36834,0.0,0.0
R36835,0.0,0.0
R36836,0.0,0.0
R36837,0.0,0.0
R36838,0.0,0.0
R36839,0.0,0.0
R36840,0.0,0.0
R36841,0.0,0.0
R36842,0.0,0.0
R36843,0.0,0.0
R36844,0.0,0.0
R36845,0.0,0.0
R36846,0.0,0.0
R36847,0.0,0.0
R36848,0.0,0.0
R36849,0.0,0.0
R36850,0.0,0.0
R36851,0.0,0.0
R36852,0.0,0.0
R36853,0.0,0.0
R36854,0.0,0.0
R36855,0.0,0.0
R36856,0.0,0.0
R36857,0.0,0.0
R36858,0.0,0.0
R36859,0.0,0.0
R36860,0.0,0.0
R36861,0.0,0.0
R36862,0.0,0.0
R36863,0.0,0.0
R36864,0.0,0.0
R36865,0.0,0.0
R36866,0.0,0.0
R36867,0.0,0.0
R36868,0.0,0.0
R36869,0.0,0.0
R36870,0.0,0.0
R36871,0.0,0.0
R36872,0.0,0.0
R36873,0.0,0.0
R36874,0.0,0.0
R36875,0.0,0.0
R36876,0.0,0.0
R36877,0.0,0.0
R36878,0.0,0.0
R36879,0.0,0.0
R36880,0.0,0.0
R36881,0.0,0.0
R36882,0.0,0.0
R36883,0.0,0.0
R36884,0.0,0.0
R36885,0.0,0.0
R36886,0.0,0.0
R36887,0.0,0.0
R36888,0.0,0.0
R36889,0.0,0.0
R36890,0.0,0.0
R36891,0.0,0.0
R36892,0.0,0.0
R36893,0.0,0.0
R36894,0.0,0.0
R36895,0.0,0.0
R36896,0.0,0.0
R36897,0.0,0.0
R36898,0.0,0.0
R36899,0.0,0.0
R36900,0.0,0.0
R36901,0.0,0.0
R36902,0.0,0.0
R36903,0.0,0.0
R36904,0.0,0.0
R36905,0.0,0.0
R36906,0.0,0.0
R36907,0.0,0.0
R36908,0.0,0.0
R36909,0.0,0.0
R36910,0.0,0.0
R36911,0.0,0.0
R36912,0.0,0.0
R36913,0.0,0.0
R36914,0.0,0.0
R36915,0.0,0.0
R36916,0.0,0.0
R36917,0.0,0.0
R36918,0.0,0.0
R36919,0.0,0.0
R36920,0.0,0.0
R36921,0.0,0.0
R36922,0.0,0.0
R36923,0.0,0.0
R36924,0.0,0.0
R36925,0.0,0.0
R36926,0.0,0.0
R36927,0.0,0.0
R36928,0.0,0.0
R36929,0.0,0.0
R36930,0.0,0.0
R36931,0.0,0.0
R36932,0.0,0.0
R36933,0.0,0.0
R36934,0.0,0.0
R36935,0.0,0.0
R36936,0.0,0.0
R36937,0.0,0.0
R36938,0.0,0.0
R36939,0.0,0.0
R36940,0.0,0.0
R36941,0.0,0.0
R36942,0.0,0.0
R36943,0.0,0.0
R36944,0.0,0.0
R36945,0.0,0.0
R36946,0.0,0.0
R36947,0.0,0.0
R36948,0.0,0.0
R36949,0.0,0.0
R36950,0.0,0.0
R36951,0.0,0.0
R36952,0.0,0.0
R36953,0.0,0.0
R36954,0.0,0.0
R36955,0.0,0.0
R36956,0.0,0.0
R36957,0.0,0.0
R36958,0.0,0.0
R36959,0.0,0.0
R36960,0.0,0.0
R36961,0.0,0.0
R36962,0.0,0.0
R36963,0.0,0.0
R36964,0.0,0.0
R36965,0.0,0.0
R36966,0.0,0.0
R36967,0.0,0.0
R36968,0.0,0.0
R36969,0.0,0.0
R36970,0.0,0.0
R36971,0.0,0.0
R36972,0.0,0.0
R36973,0.0,0.0
R36974,0.0,0.0
R36975,0.0,0.0
R36976,0.0,0.0
R36977,0.0,0.0
R36978,0.0,0.0
R36979,0.0,0.0
R36980,0.0,0.0
R36981,0.0,0.0
R36982,0.0,0.0
R36983,0.0,0.0
R36984,0.0,0.0
R36985,0.0,0.0
R36986,0.0,0.0
R36987,0.0,0.0
R36988,0.0,0.0
R36989,0.0,0.0
R36990,0.0,0.0
R36991,0.0,0.0
R36992,0.0,0.0
R36993,0.0,0.0
R36994,0.0,0.0
R36995,0.0,0.0
R36996,0.0,0.0
R36997,0.0,0.0
R36998,0.0,0.0
R36999,0.0,0.0
R37000,0.0,0.0
R37001,0.0,0.0
R37002,0.0,0.0
R37003,0.0,0.0
R37004,0.0,0.0
R37005,0.0,0.0
R37006,0.0,0.0
R37007,0.0,0.0
R37008,0.0,0.0
R37009,0.0,0.0
R37010,0.0,0.0
R37011,0.0,0.0
R37012,0.0,0.0
R37013,0.0,0.0
R37014,0.0,0.0
R37015,0.0,0.0
R37016,0.0,0.0
R37017,0.0,0.0
R37018,0.0,0.0
R37019,0.0,0.0
R37020,0.0,0.0
R37021,0.0,0.0
R37022,0.0,0.0
R37023,0.0,0.0
R37024,0.0,0.0
R37025,0.0,0.0
R37026,0.0,0.0
R37027,0.0,0.0
R37028,0.0,0.0
R37029,0.0,0.0
R37030,0.0,0.0
R37031,0.0,0.0
R37032,0.0,0.0
R37033,0.0,0.0
R37034,0.0,0.0
R37035,0.0,0.0
R37036,0.0,0.0
R37037,0.0,0.0
R37038,0.0,0.0
R37039,0.0,0.0
R37040,0.0,0.0
R37041,0.0,0.0
R37042,0.0,0.0
R37043,0.0,0.0
R37044,0.0,0.0
R37045,0.0,0.0
R37046,0.0,0.0
R37047,0.0,0.0
R37048,0.0,0.0
R37049,0.0,0.0
R37050,0.0,0.0
R37051,0.0,0.0
R37052,0.0,0.0
R37053,0.0,0.0
R37054,0.0,0.0
R37055,0.0,0.0
R37056,0.0,0.0
R37057,0.0,0.0
R37058,0.0,0.0
R37059,0.0,0.0
R37060,0.0,0.0
R37061,0.0,0.0
R37062,0.0,0.0
R37063,0.0,0.0
R37064,0.0,0.0
R37065,0.0,0.0
R37066,0.0,0.0
R37067,0.0,0.0
R37068,0.0,0.0
R37069,0.0,0.0
R37070,0.0,0.0
R37071,0.0,0.0
R37072,0.0,0.0
R37073,0.0,0.0
R37074,0.0,0.0
R37075,0.0,0.0
R37076,0.0,0.0
R37077,0.0,0.0
R37078,0.0,0.0
R37079,0.0,0.0
R37080,0.0,0.0
R37081,0.0,0.0
R37082,0.0,0.0
R37083,0.0,0.0
R37084,0.0,0.0
R37085,0.0,0.0
R37086,0.0,0.0
R37087,0.0,0.0
R37088,0.0,0.0
R37089,0.0,0.0
R37090,0.0,0.0
R37091,0.0,0.0
R37092,0.0,0.0
R37093,0.0,0.0
R37094,0.0,0.0
R37095,0.0,0.0
R37096,0.0,0.0
R37097,0.0,0.0
R37098,0.0,0.0
R37099,0.0,0.0
R37100,0.0,0.0
R37101,0.0,0.0
R37102,0.0,0.0
R37103,0.0,0.0
R37104,0.0,0.0
R37105,0.0,0.0
R37106,0.0,0.0
R37107,0.0,0.0
R37108,0.0,0.0
R37109,0.0,0.0
R37110,0.0,0.0
R37111,0.0,0.0
R37112,0.0,0.0
R37113,0.0,0.0
R37114,0.0,0.0
R37115,0.0,0.0
R37116,0.0,0.0
R37117,0.0,0.0
R37118,0.0,0.0
R37119,0.0,0.0
R37120,0.0,0.0
R37121,0.0,0.0
R37122,0.0,0.0
R37123,0.0,0.0
R37124,0.0,0.0
R37125,0.0,0.0
R37126,0.0,0.0
R37127,0.0,0.0
R37128,0.0,0.0
R37129,0.0,0.0
R37130,0.0,0.0
R37131,0.0,0.0
R37132,0.0,0.0
R37133,0.0,0.0
R37134,0.0,0.0
R37135,0.0,0.0
R37136,0.0,0.0
R37137,0.0,0.0
R37138,0.0,0.0
R37139,0.0,0.0
R37140,0.0,0.0
R37141,0.0,0.0
R37142,0.0,0.0
R37143,0.0,0.0
R37144,0.0,0.0
R37145,0.0,0.0
R37146,0.0,0.0
R37147,0.0,0.0
R37148,0.0,0.0
R37149,0.0,0.0
R37150,0.0,0.0
R37151,0.0,0.0
R37152,0.0,0.0
R37153,0.0,0.0
R37154,0.0,0.0
R37155,0.0,0.0
R37156,0.0,0.0
R37157,0.0,0.0
R37158,0.0,0.0
R37159,0.0,0.0
R37160,0.0,0.0
R37161,0.0,0.0
R37162,0.0,0.0
R37163,0.0,0.0
R37164,0.0,0.0
R37165,0.0,0.0
R37166,0.0,0.0
R37167,0.0,0.0
R37168,0.0,0.0
R37169,0.0,0.0
R37170,0.0,0.0
R37171,0.0,0.0
R37172,0.0,0.0
R37173,0.0,0.0
R37174,0.0,0.0
R37175,0.0,0.0
R37176,0.0,0.0
R37177,0.0,0.0
R37178,0.0,0.0
R37179,0.0,0.0
R37180,0.0,0.0
R37181,0.0,0.0
R37182,0.0,0.0
R37183,0.0,0.0
R37184,0.0,0.0
R37185,0.0,0.0
R37186,0.0,0.0
R37187,0.0,0.0
R37188,0.0,0.0
R37189,0.0,0.0
R37190,0.0,0.0
R37191,0.0,0.0
R37192,0.0,0.0
R37193,0.0,0.0
R37194,0.0,0.0
R37195,0.0,0.0
R37196,0.0,0.0
R37197,0.0,0.0
R37198,0.0,0.0
R37199,0.0,0.0
R37200,0.0,0.0
R37201,0.0,0.0
R37202,0.0,0.0
R37203,0.0,0.0
R37204,0.0,0.0
R37205,0.0,0.0
R37206,0.0,0.0
R37207,0.0,0.0
R37208,0.0,0.0
R37209,0.0,0.0
R37210,0.0,0.0
R37211,0.0,0.0
R37212,0.0,0.0
R37213,0.0,0.0
R37214,0.0,0.0
R37215,0.0,0.0
R37216,0.0,0.0
R37217,0.0,0.0
R37218,0.0,0.0
R37219,0.0,0.0
R37220,0.0,0.0
R37221,0.0,0.0
R37222,0.0,0.0
R37223,0.0,0.0
R37224,0.0,0.0
R37225,0.0,0.0
R37226,0.0,0.0
R37227,0.0,0.0
R37228,0.0,0.0
R37229,0.0,0.0
R37230,0.0,0.0
R37231,0.0,0.0
R37232,0.0,0.0
R37233,0.0,0.0
R37234,0.0,0.0
R37235,0.0,0.0
R37236,0.0,0.0
R37237,0.0,0.0
R37238,0.0,0.0
R37239,0.0,0.0
R37240,0.0,0.0
R37241,0.0,0.0
R37242,0.0,0.0
R37243,0.0,0.0
R37244,0.0,0.0
R37245,0.0,0.0
R37246,0.0,0.0
R37247,0.0,0.0
R37248,0.0,0.0
R37249,0.0,0.0
R37250,0.0,0.0
R37251,0.0,0.0
R37252,0.0,0.0
R37253,0.0,0.0
R37254,0.0,0.0
R37255,0.0,0.0
R37256,0.0,0.0
R37257,0.0,0.0
R37258,0.0,0.0
R37259,0.0,0.0
R37260,0.0,0.0
R37261,0.0,0.0
R37262,0.0,0.0
R37263,0.0,0.0
R37264,0.0,0.0
R37265,0.0,0.0
R37266,0.0,0.0
R37267,0.0,0.0
R37268,0.0,0.0
R37269,0.0,0.0
R37270,0.0,0.0
R37271,0.0,0.0
R37272,0.0,0.0
R37273,0.0,0.0
R37274,0.0,0.0
R37275,0.0,0.0
R37276,0.0,0.0
R37277,0.0,0.0
R37278,0.0,0.0
R37279,0.0,0.0
R37280,0.0,0.0
R37281,0.0,0.0
R37282,0.0,0.0
R37283,0.0,0.0
R37284,0.0,0.0
R37285,0.0,0.0
R37286,0.0,0.0
R37287,0.0,0.0
R37288,0.0,0.0
R37289,0.0,0.0
R37290,0.0,0.0
R37291,0.0,0.0
R37292,0.0,0.0
R37293,0.0,0.0
R37294,0.0,0.0
R37295,0.0,0.0
R37296,0.0,0.0
R37297,0.0,0.0
R37298,0.0,0.0
R37299,0.0,0.0
R37300,0.0,0.0
R37301,0.0,0.0
R37302,0.0,0.0
R37303,0.0,0.0
R37304,0.0,0.0
R37305,0.0,0.0
R37306,0.0,0.0
R37307,0.0,0.0
R37308,0.0,0.0
R37309,0.0,0.0
R37310,0.0,0.0
R37311,0.0,0.0
R37312,0.0,0.0
R37313,0.0,0.0
R37314,0.0,0.0
R37315,0.0,0.0
R37316,0.0,0.0
R37317,0.0,0.0
R37318,0.0,0.0
R37319,0.0,0.0
R37320,0.0,0.0
R37321,0.0,0.0
R37322,0.0,0.0
R37323,0.0,0.0
R37324,0.0,0.0
R37325,0.0,0.0
R37326,0.0,0.0
R37327,0.0,0.0
R37328,0.0,0.0
R37329,0.0,0.0
R37330,0.0,0.0
R37331,0.0,0.0
R37332,0.0,0.0
R37333,0.0,0.0
R37334,0.0,0.0
R37335,0.0,0.0
R37336,0.0,0.0
R37337,0.0,0.0
R37338,0.0,0.0
R37339,0.0,0.0
R37340,0.0,0.0
R37341,0.0,0.0
R37342,0.0,0.0
R37343,0.0,0.0
R37344,0.0,0.0
R37345,0.0,0.0
R37346,0.0,0.0
R37347,0.0,0.0
R37348,0.0,0.0
R37349,0.0,0.0
R37350,0.0,0.0
R37351,0.0,0.0
R37352,0.0,0.0
R37353,0.0,0.0
R37354,0.0,0.0
R37355,0.0,0.0
R37356,0.0,0.0
R37357,0.0,0.0
R37358,0.0,0.0
R37359,0.0,0.0
R37360,0.0,0.0
R37361,0.0,0.0
R37362,0.0,0.0
R37363,0.0,0.0
R37364,0.0,0.0
R37365,0.0,0.0
R37366,0.0,0.0
R37367,0.0,0.0
R37368,0.0,0.0
R37369,0.0,0.0
R37370,0.0,0.0
R37371,0.0,0.0
R37372,0.0,0.0
R37373,0.0,0.0
R37374,0.0,0.0
R37375,0.0,0.0
R37376,0.0,0.0
R37377,0.0,0.0
R37378,0.0,0.0
R37379,0.0,0.0
R37380,0.0,0.0
R37381,0.0,0.0
R37382,0.0,0.0
R37383,0.0,0.0
R37384,0.0,0.0
R37385,0.0,0.0
R37386,0.0,0.0
R37387,0.0,0.0
R37388,0.0,0.0
R37389,0.0,0.0
R37390,0.0,0.0
R37391,0.0,0.0
R37392,0.0,0.0
R37393,0.0,0.0
R37394,0.0,0.0
R37395,0.0,0.0
R37396,0.0,0.0
R37397,0.0,0.0
R37398,0.0,0.0
R37399,0.0,0.0
R37400,0.0,0.0
R37401,0.0,0.0
R37402,0.0,0.0
R37403,0.0,0.0
R37404,0.0,0.0
R37405,0.0,0.0
R37406,0.0,0.0
R37407,0.0,0.0
R37408,0.0,0.0
R37409,0.0,0.0
R37410,0.0,0.0
R37411,0.0,0.0
R37412,0.0,0.0
R37413,0.0,0.0
R37414,0.0,0.0
R37415,0.0,0.0
R37416,0.0,0.0
R37417,0.0,0.0
R37418,0.0,0.0
R37419,0.0,0.0
R37420,0.0,0.0
R37421,0.0,0.0
R37422,0.0,0.0
R37423,0.0,0.0
R37424,0.0,0.0
R37425,0.0,0.0
R37426,0.0,0.0
R37427,0.0,0.0
R37428,0.0,0.0
R37429,0.0,0.0
R37430,0.0,0.0
R37431,0.0,0.0
R37432,0.0,0.0
R37433,0.0,0.0
R37434,0.0,0.0
R37435,0.0,0.0
R37436,0.0,0.0
R37437,0.0,0.0
R37438,0.0,0.0
R37439,0.0,0.0
R37440,0.0,0.0
R37441,0.0,0.0
R37442,0.0,0.0
R37443,0.0,0.0
R37444,0.0,0.0
R37445,0.0,0.0
R37446,0.0,0.0
R37447,0.0,0.0
R37448,0.0,0.0
R37449,0.0,0.0
R37450,0.0,0.0
R37451,0.0,0.0
R37452,0.0,0.0
R37453,0.0,0.0
R37454,0.0,0.0
R37455,0.0,0.0
R37456,0.0,0.0
R37457,0.0,0.0
R37458,0.0,0.0
R37459,0.0,0.0
R37460,0.0,0.0
R37461,0.0,0.0
R37462,0.0,0.0
R37463,0.0,0.0
R37464,0.0,0.0
R37465,0.0,0.0
R37466,0.0,0.0
R37467,0.0,0.0
R37468,0.0,0.0
R37469,0.0,0.0
